Pd_bus1,Pd_bus2,Pd_bus3,Pd_bus4,Pd_bus5,Pd_bus6,Pd_bus7,Pd_bus8,Pd_bus9,Pd_bus10,Pd_bus11,Pd_bus12,Pd_bus13,Pd_bus14,Qd_bus1,Qd_bus2,Qd_bus3,Qd_bus4,Qd_bus5,Qd_bus6,Qd_bus7,Qd_bus8,Qd_bus9,Qd_bus10,Qd_bus11,Qd_bus12,Qd_bus13,Qd_bus14,Vm_bus1,Vm_bus2,Vm_bus3,Vm_bus4,Vm_bus5,Vm_bus6,Vm_bus7,Vm_bus8,Vm_bus9,Vm_bus10,Vm_bus11,Vm_bus12,Vm_bus13,Vm_bus14,Va_bus1,Va_bus2,Va_bus3,Va_bus4,Va_bus5,Va_bus6,Va_bus7,Va_bus8,Va_bus9,Va_bus10,Va_bus11,Va_bus12,Va_bus13,Va_bus14,label
0,21.31453892,92.52670813,46.95091983,7.464999806,11.00105235,0,0,28.97598609,8.84013135,3.437828858,5.991644581,13.26019702,14.63532857,0,12.47440757,18.66249952,-3.830723585,1.571578907,7.366776125,0,0,16.30513116,5.696973536,1.76802627,1.571578907,5.696973536,4.911184083,1.06,1.045,1.01,1.018181228,1.019990613,1.07,1.062041265,1.09,1.056737954,1.051786353,1.057377875,1.05550112,1.050822688,1.036516282,0,-4.863057856,-12.45490949,-10.10012236,-8.590192728,-13.93137778,-13.09220968,-13.09220968,-14.6424012,-14.7972385,-14.49384291,-14.77061349,-14.85077433,-15.71422895,0
0,26.29986037,114.1680575,57.93241132,9.211011005,13.57412148,0,0,35.7532664,10.90777619,4.241912963,7.393048306,16.36166428,18.05842947,0,15.39208418,23.02752751,-4.726703016,1.939160212,9.089813491,0,0,20.11878719,7.029455767,2.181555238,1.939160212,7.029455767,6.059875661,1.06,1.045,1.01,1.011222099,1.013416105,1.07,1.055021288,1.09,1.045981469,1.041127373,1.051127471,1.051408529,1.045031226,1.023468425,0,-6.431944797,-15.99250297,-12.88694566,-10.99536084,-17.72744098,-16.59529313,-16.59529313,-18.52272653,-18.72944656,-18.38324367,-18.76716505,-18.85415685,-19.90193794,2
0,26.73386037,116.0520575,58.88841132,9.363011005,13.79812148,0,0,36.3432664,11.08777619,4.311912963,7.515048306,16.63166428,18.35642947,0,15.64608418,23.40752751,-4.804703016,1.971160212,9.239813491,0,0,20.45078719,7.145455767,2.217555238,1.971160212,7.145455767,6.159875661,1.06,1.045,1.01,1.01057837,1.01280054,1.07,1.054381358,1.09,1.045010188,1.040168723,1.050567002,1.051046953,1.044517721,1.022301653,0,-6.570983905,-16.30511338,-13.13332903,-11.20797078,-18.06343466,-16.90507821,-16.90507821,-18.86600369,-19.07735428,-18.72737126,-19.12074777,-19.2083305,-20.27262765,2
0,27.16786037,117.9360575,59.84441132,9.515011005,14.02212148,0,0,36.9332664,11.26777619,4.381912963,7.637048306,16.90166428,18.65442947,0,15.90008418,23.78752751,-4.882703016,2.003160212,9.389813491,0,0,20.78278719,7.261455767,2.253555238,2.003160212,7.261455767,6.259875661,1.06,1.045,1.01,1.009928344,1.012177791,1.07,1.05373664,1.09,1.044033103,1.039204957,1.050003813,1.050684499,1.044002667,1.021129734,0,-6.710437626,-16.61851086,-13.38035591,-11.4211308,-18.40037197,-17.21568696,-17.21568696,-19.21021535,-19.42621584,-19.07244378,-19.47529653,-19.56346958,-20.64436198,2
0,27.60186037,119.8200575,60.80041132,9.667011005,14.24612148,0,0,37.5232664,11.44777619,4.451912963,7.759048306,17.17166428,18.95242947,0,16.15408418,24.16752751,-4.960703016,2.035160212,9.539813491,0,0,21.11478719,7.377455767,2.289555238,2.035160212,7.377455767,6.359875661,1.06,1.045,1.01,1.009271965,1.011547795,1.07,1.053087092,1.09,1.043050163,1.038236027,1.049437879,1.050321162,1.04348605,1.019952621,0,-6.850310886,-16.93270567,-13.62803546,-11.63484876,-18.73826676,-17.52713149,-17.52713149,-19.55537518,-19.77604517,-19.41847509,-19.83082537,-19.91958813,-21.01715592,2
0,28.03586037,121.7040575,61.75641132,9.819011005,14.47012148,0,0,38.1132664,11.62777619,4.521912963,7.881048306,17.44166428,19.25042947,0,16.40808418,24.54752751,-5.038703016,2.067160212,9.689813491,0,0,21.44678719,7.493455767,2.325555238,2.067160212,7.493455767,6.459875661,1.06,1.045,1.01,1.008609178,1.010910488,1.07,1.052432672,1.09,1.042061313,1.037261887,1.048869175,1.049956934,1.042967858,1.018770265,0,-6.990608698,-17.24770821,-13.87637703,-11.84913265,-19.07713317,-17.83942413,-17.83942413,-19.90149708,-20.12685644,-19.76547928,-20.18734858,-20.27670043,-21.39102469,2
0,21.29069791,92.42321395,46.89840368,7.456649958,10.98874731,0,0,28.94357549,8.830243371,3.433983533,5.984942729,13.24536506,14.61895847,0,12.46045453,18.64162489,-3.826438794,1.569821044,7.358536142,0,0,16.28689333,5.690601284,1.766048674,1.569821044,5.690601284,4.905690762,1.06,1.045,1.01,1.018212647,1.020019932,1.07,1.062073422,1.09,1.056787684,1.051835821,1.057406965,1.055520431,1.050849927,1.036577168,0,-4.855674118,-12.43821551,-10.08697591,-8.578845184,-13.91348828,-13.07568762,-13.07568762,-14.62410631,-14.77870097,-14.47550747,-14.75177188,-14.83189986,-15.6944957,0
0,21.72469791,94.30721395,47.85440368,7.608649958,11.21274731,0,0,29.53357549,9.010243371,3.503983533,6.106942729,13.51536506,14.91695847,0,12.71445453,19.02162489,-3.904438794,1.601821044,7.508536142,0,0,16.61889333,5.806601284,1.802048674,1.601821044,5.806601284,5.005690762,1.06,1.045,1.01,1.017637998,1.019483137,1.07,1.061485986,1.09,1.055879921,1.050933131,1.056876251,1.055168515,1.050353421,1.035466623,0,-4.99025769,-12.74243025,-10.32654927,-8.785634275,-14.23952158,-13.37678046,-13.37678046,-14.957516,-15.11653541,-14.80965919,-15.09514708,-15.1758729,-16.05413444,0
0,22.15869791,96.19121395,48.81040368,7.760649958,11.43674731,0,0,30.12357549,9.190243371,3.573983533,6.228942729,13.78536506,15.21495847,0,12.96845453,19.40162489,-3.982438794,1.633821044,7.658536142,0,0,16.95089333,5.922601284,1.838048674,1.633821044,5.922601284,5.105690762,1.06,1.045,1.01,1.017057609,1.018939798,1.07,1.060894189,1.09,1.05496689,1.050025803,1.05634307,1.054815793,1.049855503,1.034351423,0,-5.125204803,-13.04732528,-10.56667043,-8.99289156,-14.56635425,-13.67857069,-13.67857069,-15.29171779,-15.4551786,-15.14461161,-15.43934226,-15.52066532,-16.41466186,0
0,22.59269791,98.07521395,49.76640368,7.912649958,11.66074731,0,0,30.71357549,9.370243371,3.643983533,6.350942729,14.05536506,15.51295847,0,13.22245453,19.78162489,-4.060438794,1.665821044,7.808536142,0,0,17.28289333,6.038601284,1.874048674,1.665821044,6.038601284,5.205690762,1.06,1.045,1.01,1.016471435,1.018389864,1.07,1.060297999,1.09,1.05404855,1.0491138,1.055807403,1.05446226,1.049356161,1.033231529,0,-5.26051949,-13.35290906,-10.80734698,-9.200623539,-14.89399771,-13.98106833,-13.98106833,-15.62672297,-15.79464206,-15.48037618,-15.78436898,-15.86628868,-16.77609032,0
0,23.02669791,99.95921395,50.72240368,8.064649958,11.88474731,0,0,31.30357549,9.550243371,3.713983533,6.472942729,14.32536506,15.81095847,0,13.47645453,20.16162489,-4.138438794,1.697821044,7.958536142,0,0,17.61489333,6.154601284,1.910048674,1.697821044,6.154601284,5.305690762,1.06,1.045,1.01,1.015879432,1.017833285,1.07,1.059697379,1.09,1.053124856,1.048197082,1.055269228,1.05410791,1.048855385,1.032106901,0,-5.396205897,-13.65919032,-11.04858674,-9.40883688,-15.22246372,-14.28428368,-14.28428368,-15.96254318,-16.13493762,-15.81696465,-16.13023916,-16.21275491,-17.13843254,2
0,21.69178275,94.16432882,47.78189934,7.597122071,11.19575884,0,0,29.48882909,8.996591926,3.498674638,6.097690083,13.49488789,14.89435774,0,12.69519083,18.99280518,-3.898523168,1.59939412,7.497159938,0,0,16.593714,5.797803686,1.799318385,1.59939412,5.797803686,4.998106625,1.06,1.045,1.01,1.017681781,1.019524077,1.07,1.061530691,1.09,1.055948951,1.051001754,1.056916587,1.055195233,1.050391126,1.035551011,0,-4.980037999,-12.71933445,-10.3083606,-8.769934782,-14.2147669,-13.35392086,-13.35392086,-14.93220213,-15.09088539,-14.78428875,-15.06907645,-15.14975695,-16.02682796,0
0,22.12578275,96.04832882,48.73789934,7.749122071,11.41975884,0,0,30.07882909,9.176591926,3.568674638,6.219690083,13.76488789,15.19235774,0,12.94919083,19.37280518,-3.976523168,1.63139412,7.647159938,0,0,16.925714,5.913803686,1.835318385,1.63139412,5.913803686,5.098106625,1.06,1.045,1.01,1.017101829,1.018981236,1.07,1.060939226,1.09,1.055036321,1.05009478,1.056383594,1.054842572,1.049893315,1.034436165,0,-5.1149574,-13.02417759,-10.54843994,-8.977156332,-14.54153855,-13.65565785,-13.65565785,-15.26634345,-15.42946684,-15.11918005,-15.41320903,-15.49448682,-16.38728755,0
0,22.55978275,97.93232882,49.69389934,7.901122071,11.64375884,0,0,30.66882909,9.356591926,3.638674638,6.341690083,14.03488789,15.49035774,0,13.20319083,19.75280518,-4.054523168,1.66339412,7.797159938,0,0,17.257714,6.029803686,1.871318385,1.66339412,6.029803686,5.198106625,1.06,1.045,1.01,1.016516095,1.018431804,1.07,1.060343369,1.09,1.054118385,1.049183132,1.055848116,1.054489101,1.049394082,1.033316628,0,-5.250244067,-13.32970884,-10.78907411,-9.18485208,-14.86912011,-13.95810148,-13.95810148,-15.60128731,-15.76886768,-15.45488262,-15.75817228,-15.84004675,-16.74864723,0
0,22.99378275,99.81632882,50.64989934,8.053122071,11.86775884,0,0,31.25882909,9.536591926,3.708674638,6.463690083,14.30488789,15.78835774,0,13.45719083,20.13280518,-4.132523168,1.69539412,7.947159938,0,0,17.589714,6.145803686,1.907318385,1.69539412,6.145803686,5.298106625,1.06,1.045,1.01,1.015924536,1.01787573,1.07,1.059743087,1.09,1.053195098,1.048266773,1.055310133,1.054134813,1.048893415,1.032192361,0,-5.385902137,-13.6359369,-11.03027088,-9.39302868,-15.19752333,-14.26126203,-14.26126203,-15.9370453,-16.10909972,-15.79140819,-16.10397808,-16.18644864,-17.11091971,2
0,23.42778275,101.7003288,51.60589934,8.205122071,12.09175884,0,0,31.84882909,9.716591926,3.778674638,6.585690083,14.57488789,16.08635774,0,13.71119083,20.51280518,-4.210523168,1.72739412,8.097159938,0,0,17.921714,6.261803686,1.943318385,1.72739412,6.261803686,5.398106625,1.06,1.045,1.01,1.015327106,1.017312964,1.07,1.059138344,1.09,1.052266419,1.047345664,1.054769623,1.053779704,1.048391304,1.031063323,0,-5.521935745,-13.94287043,-11.27203802,-9.601692791,-15.52675989,-14.56514976,-14.56514976,-16.27362897,-16.45017471,-16.12876846,-16.45063826,-16.53370431,-17.47411762,2
0,19.64871867,85.29535939,43.28150933,6.881578889,10.14127415,0,0,26.71139174,8.149238158,3.169148173,5.523372529,12.22385724,13.49151651,0,11.49948051,17.20394722,-3.531336535,1.44875345,6.791031798,0,0,15.03081705,5.251731257,1.629847632,1.44875345,5.251731257,4.527354532,1.06,1.045,1.01,1.020335537,1.021992445,1.07,1.064257014,1.09,1.060175132,1.055209695,1.059392871,1.056844669,1.052715792,1.040737301,0,-4.349716691,-11.29327223,-9.185410617,-7.800612945,-12.68702476,-11.942684,-11.942684,-13.36967169,-13.50767308,-13.21834111,-13.45988163,-13.53774234,-14.34168276,2
0,20.08271867,87.17935939,44.23750933,7.033578889,10.36527415,0,0,27.30139174,8.329238158,3.239148173,5.645372529,12.49385724,13.78951651,0,11.75348051,17.58394722,-3.609336535,1.48075345,6.941031798,0,0,15.36281705,5.367731257,1.665847632,1.48075345,5.367731257,4.627354532,1.06,1.045,1.01,1.019782229,1.021479975,1.07,1.063685784,1.09,1.059286928,1.054324223,1.058871313,1.056495749,1.052224534,1.039644027,0,-4.482960285,-11.59498781,-9.4229783,-8.005687908,-13.01013435,-12.24122661,-12.24122661,-13.70018403,-13.84254899,-13.54956408,-13.80025644,-13.87871727,-14.69806817,2
0,20.51671867,89.06335939,45.19350933,7.185578889,10.58927415,0,0,27.89139174,8.509238158,3.309148173,5.767372529,12.76385724,14.08751651,0,12.00748051,17.96394722,-3.687336535,1.51275345,7.091031798,0,0,15.69481705,5.483731257,1.701847632,1.51275345,5.483731257,4.727354532,1.06,1.045,1.01,1.019223338,1.020961141,1.07,1.063110314,1.09,1.058393611,1.053434249,1.058347361,1.056146045,1.051731904,1.038546239,0,-4.616552715,-11.89735271,-9.661066022,-8.211207305,-13.33400154,-12.54042997,-12.54042997,-14.03144717,-14.17819159,-13.88154597,-14.14140893,-14.22046927,-15.05529705,0
0,20.95071867,90.94735939,46.14950933,7.337578889,10.81327415,0,0,28.48139174,8.689238158,3.379148173,5.889372529,13.03385724,14.38551651,0,12.26148051,18.34394722,-3.765336535,1.54475345,7.241031798,0,0,16.02681705,5.599731257,1.737847632,1.54475345,5.599731257,4.827354532,1.06,1.045,1.01,1.018658822,1.020435897,1.07,1.062530573,1.09,1.057495139,1.052539738,1.057820997,1.055795551,1.051237891,1.037443901,0,-4.750497778,-12.20037491,-9.899680961,-8.417177281,-13.65863713,-12.84030355,-12.84030355,-14.36347179,-14.51461177,-14.2142976,-14.48335003,-14.56300928,-15.4133811,0
0,21.38471867,92.83135939,47.10550933,7.489578889,11.03727415,0,0,29.07139174,8.869238158,3.449148173,6.011372529,13.30385724,14.68351651,0,12.51548051,18.72394722,-3.843336535,1.57675345,7.391031798,0,0,16.35881705,5.715731257,1.773847632,1.57675345,5.715731257,4.927354532,1.06,1.045,1.01,1.018088641,1.019904195,1.07,1.06194653,1.09,1.056591473,1.051640656,1.057292201,1.055444261,1.050742484,1.036336975,0,-4.884799348,-12.50406259,-10.13883043,-8.623604095,-13.98405213,-13.14085701,-13.14085701,-14.69626877,-14.8518206,-14.54782996,-14.82609089,-14.90634844,-15.77233223,0
0,18.60763626,80.77600624,40.98824945,6.516960163,9.603941293,0,0,25.29609537,7.717452825,3.001231654,5.230718026,11.57617924,12.7766719,0,10.89018343,16.29240041,-3.344229558,1.371991613,6.431210688,0,0,14.23441299,4.973469598,1.543490565,1.371991613,4.973469598,4.287473792,1.06,1.045,1.01,1.021640293,1.023196091,1.07,1.065610187,1.09,1.06228514,1.057315632,1.06063434,1.057678492,1.053888687,1.043341669,0,-4.031490791,-10.57211457,-8.617609348,-7.310453335,-11.91497225,-11.2291758,-11.2291758,-12.57983431,-12.70743196,-12.42683146,-12.64649414,-12.72291281,-13.49015277,2
